budget,homepage,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count
250000000,https://www.marvel.com/movies/captain-america-civil-war,271110,tt3498820,en,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",78.443,2016-04-27,1153337496,147,Released,United we stand. Divided we fall.,Captain America: Civil War,false,7.443,21329
250000000,http://www.thedarkknightrises.com/,49026,tt1345836,en,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",82.638,2012-07-16,1081041287,165,Released,The Legend Ends,The Dark Knight Rises,false,7.778,21058
200000000,https://www.marvel.com/movies/iron-man-3,68721,tt1300854,en,Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",84.71,2013-04-18,1215577205,130,Released,Unleash the power behind the armor.,Iron Man 3,false,6.928,20853
200000000,https://www.marvel.com/movies/black-panther,284054,tt1825683,en,Black Panther,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",55.351,2018-02-13,1349926083,135,Released,Long live the king.,Black Panther,false,7.392,20847
150000000,https://www.warnerbros.com/movies/mad-max-fury-road,76341,tt1392190,en,Mad Max: Fury Road,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",68.061,2015-05-13,378858340,121,Released,What a Lovely Day.,Mad Max: Fury Road,false,7.577,20705
180000000,http://marvel.com/doctorstrange,284052,tt1211837,en,Doctor Strange,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",69.175,2016-10-25,676343174,115,Released,The impossibilities are endless.,Doctor Strange,false,7.427,20697
70000000,,16869,tt0361748,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",68.297,2009-08-19,321457747,153,Released,Once upon a time in Nazi occupied France...,Inglourious Basterds,false,8.216,20465
75000000,http://www.thehungergames.movie/,70160,tt1392170,en,The Hunger Games,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",32.954,2012-03-12,694394724,142,Released,May The Odds Be Ever In Your Favor.,The Hunger Games,false,7.193,20420
175000000,http://www.spidermanhomecoming.com,315635,tt2250912,en,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",113.539,2017-07-05,880166924,133,Released,Homework can wait. The city can't.,Spider-Man: Homecoming,false,7.347,20263
100000000,https://www.warnerbros.com/movies/harry-potter-and-chamber-secrets/,672,tt0295297,en,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",173.824,2002-11-13,876688482,161,Released,Hogwarts is back in session.,Harry Potter and the Chamber of Secrets,false,7.724,20115
200000000,http://marvel.com/movies/movie/221/guardians_of_the_galaxy_vol_2,283995,tt3896198,en,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,105.911,2017-04-19,863756051,137,Released,Obviously.,Guardians of the Galaxy Vol. 2,false,7.624,20088
140000000,https://www.marvel.com/movies/captain-america-the-first-avenger,1771,tt0458339,en,Captain America: The First Avenger,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",46.795,2011-07-22,370569774,124,Released,When patriots become heroes,Captain America: The First Avenger,false,6.993,20056
175000000,http://www.suicidesquad.com/,297761,tt1386697,en,Suicide Squad,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",58.213,2016-08-03,746846894,123,Released,Worst. Heroes. Ever.,Suicide Squad,false,5.909,19934
150000000,http://thor.marvel.com/,10195,tt0800369,en,Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",72.297,2011-04-21,449326618,115,Released,Two worlds. One hero.,Thor,false,6.768,19831
130000000,https://www.warnerbros.com/movies/harry-potter-and-prisoner-azkaban/,673,tt0304141,en,Harry Potter and the Prisoner of Azkaban,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",149.689,2004-05-31,789804554,141,Released,Something wicked this way comes.,Harry Potter and the Prisoner of Azkaban,false,8.023,19759
200000000,https://www.marvel.com/movies/iron-man-2,10138,tt1228705,en,Iron Man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",107.166,2010-04-28,623933331,124,Released,"It's not the armor that makes the hero, but the man inside.",Iron Man 2,false,6.835,19535
180000000,https://marvel.com/movies/movie/222/thor_ragnarok,284053,tt3501632,en,Thor: Ragnarok,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",80.151,2017-10-02,855301806,131,Released,No hammer. No problem.,Thor: Ragnarok,false,7.596,19325
150000000,https://www.warnerbros.com/movies/batman-begins/,272,tt0372784,en,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",68.748,2005-06-10,374218673,140,Released,Evil fears the knight.,Batman Begins,false,7.698,19277
150000000,http://www.jurassicworld.com/,135397,tt0369610,en,Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",73.552,2015-06-12,1671537444,124,Released,The park is open.,Jurassic World,false,6.681,19225
175000000,http://movies.disney.com/inside-out,150540,tt2096673,en,Inside Out,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",86.317,2015-06-09,857611174,95,Released,Meet the little voices inside your head.,Inside Out,false,7.921,19222
150000000,https://www.warnerbros.com/movies/harry-potter-and-goblet-fire/,674,tt0330373,en,Harry Potter and the Goblet of Fire,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",174.694,2005-11-16,895921036,157,Released,Dark And Difficult Times Lie Ahead.,Harry Potter and the Goblet of Fire,false,7.818,19026
140000000,https://movies.disney.com/pirates-of-the-caribbean-the-curse-of-the-black-pearl,22,tt0325980,en,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",104.401,2003-07-09,655011224,143,Released,Prepare to be blown out of the water.,Pirates of the Caribbean: The Curse of the Black Pearl,false,7.79,18972
125000000,https://www.warnerbros.com/movies/harry-potter-and-deathly-hallows-part-2/,12445,tt1201607,en,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",169.062,2011-07-07,1341511219,130,Released,It all ends here.,Harry Potter and the Deathly Hallows: Part 2,false,8.109,18944
11000000,http://www.starwars.com/films/star-wars-episode-iv-a-new-hope,11,tt0076759,en,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,78.793,1977-05-25,775398007,121,Released,"A long time ago in a galaxy far, far away...",Star Wars,false,8.2,18915
149000000,https://www.warnerbros.com/movies/wonder-woman,297762,tt0451279,en,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,68.118,2017-05-30,822854286,141,Released,Power. Grace. Wisdom. Wonder.,Wonder Woman,false,7.237,18783
175000000,http://disney.go.com/disneypictures/up/,14160,tt1049413,en,Up,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",84.437,2009-05-28,735099082,96,Released,The greatest adventure is just getting back home.,Up,false,7.947,18634
130000000,http://marvel.com/movies/movie/180/ant-man,102899,tt0478970,en,Ant-Man,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",46.794,2015-07-14,519311965,117,Released,Heroes don't get any bigger.,Ant-Man,false,7.083,18544
108000000,https://www.20thcenturystudios.com/movies/the-martian,286217,tt3659388,en,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",48.636,2015-09-30,630600000,141,Released,Bring Him Home,The Martian,false,7.676,18315
245000000,http://www.starwars.com/films/star-wars-episode-vii,140607,tt2488496,en,Star Wars: The Force Awakens,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",48.852,2015-12-15,2068223624,136,Released,Every generation has a story.,Star Wars: The Force Awakens,false,7.3,18186
150000000,https://www.warnerbros.com/movies/harry-potter-and-order-phoenix/,675,tt0373889,en,Harry Potter and the Order of the Phoenix,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.",150.859,2007-06-28,938212738,138,Released,Evil Must Be Confronted.,Harry Potter and the Order of the Phoenix,false,7.689,17943
97000000,https://www.20thcenturystudios.com/movies/logan,263115,tt3315342,en,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",65.683,2017-02-28,619021436,137,Released,His time has come.,Logan,false,7.817,17931
250000000,https://www.warnerbros.com/movies/harry-potter-and-half-blood-prince/,767,tt0417741,en,Harry Potter and the Half-Blood Prince,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",169.571,2009-07-07,933959197,153,Released,Dark Secrets Revealed,Harry Potter and the Half-Blood Prince,false,7.7,17883
94000000,http://movies.disney.com/finding-nemo,12,tt0266543,en,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",87.175,2003-05-30,940335536,100,Released,There are 3.7 trillion fish in the ocean. They're looking for one.,Finding Nemo,false,7.823,17861
180000000,http://www.fantasticbeasts.com/,259316,tt3183660,en,Fantastic Beasts and Where to Find Them,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",73.389,2016-11-16,809342332,132,Released,From J.K. Rowling's wizarding world.,Fantastic Beasts and Where to Find Them,false,7.336,17738
20000000,https://www.lionsgate.com/movies/john-wick,245891,tt2911666,en,John Wick,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,57.758,2014-10-22,88761661,101,Released,Don't set him off.,John Wick,false,7.418,17678
250000000,https://www.warnerbros.com/movies/harry-potter-and-deathly-hallows-part-1/,12444,tt0926084,en,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",135.856,2010-10-06,954305868,146,Released,One Way… One Fate… One Hero.,Harry Potter and the Deathly Hallows: Part 1,false,7.768,17553
170000000,http://www.captainamericathewintersoldiermovie.com,100402,tt1843866,en,Captain America: The Winter Soldier,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",40.223,2014-03-20,714766572,136,Released,In heroes we trust.,Captain America: The Winter Soldier,false,7.674,17498
139000000,https://www.sonypictures.com/movies/spiderman,557,tt0145487,en,Spider-Man,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",119.907,2002-05-01,821708551,121,Released,With great power comes great responsibility.,Spider-Man,false,7.275,17387
180000000,https://www.pixar.com/feature-films/walle/,10681,tt0910970,en,WALL·E,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean upthe mess, but has developed some rather interesting human-like qualities. When a ship arrives witha sleek new type ofrobot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",64.429,2008-06-22,521311860,98,Released,"After 700 years of doing what he was built for, he'll discover what he was meant for.",WALL·E,false,8.075,17217
250000000,http://www.thehobbit.com/,49051,tt0903624,en,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",63.406,2012-11-26,1021103568,169,Released,From the smallest beginnings come the greatest legends.,The Hobbit: An Unexpected Journey,false,7.336,17178
61000000,http://www.gonegirlmovie.com/,210577,tt2267998,en,Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",64.718,2014-10-01,369330363,149,Released,You don't know what you've got 'til it's...,Gone Girl,false,7.892,17150
115000000,http://movies.disney.com/monsters-inc,585,tt0198781,en,"Monsters, Inc.","Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.",120.179,2001-11-01,579707738,92,Released,We Scare Because We Care.,"Monsters, Inc.",false,7.833,16959
135000000,https://www.foxmovies.com/movies/the-revenant,281957,tt1663202,en,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",50.802,2015-12-25,532950503,157,Released,"(n. One who has returned, as if from the dead.)",The Revenant,false,7.5,16940
30000000,http://toystory.disney.com/toy-story,862,tt0114709,en,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",118.047,1995-10-30,394400000,81,Released,Hang on for the comedy that goes to infinity and beyond!,Toy Story,false,7.968,16920
250000000,https://www.warnerbros.com/movies/batman-v-superman-dawn-justice,209112,tt2975590,en,Batman v Superman: Dawn of Justice,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",78.26,2016-03-23,873637528,152,Released,Justice or revenge,Batman v Superman: Dawn of Justice,false,5.949,16913
103000000,,98,tt0172495,en,Gladiator,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",72.746,2000-05-04,465361176,155,Released,A hero will rise.,Gladiator,false,8.207,16703
60000000,,37165,tt0120382,en,The Truman Show,"Truman Burbank is the star of The Truman Show, a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows, including his wife and his best friend, is really an actor, paid to be part of his life.",61.782,1998-06-04,264118201,103,Released,On the air. Unaware.,The Truman Show,false,8.131,16536
92000000,http://disney.go.com/disneyvideos/animatedfilms/incredibles/main.html,9806,tt0317705,en,The Incredibles,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",67.871,2004-10-27,631442092,115,Released,"No gut, no glory",The Incredibles,false,7.703,16406
47000000,http://www.arrivalmovie.com/,329865,tt2543164,en,Arrival,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",57.251,2016-11-10,203388186,116,Released,Why are they here?,Arrival,false,7.584,16344
170000000,https://www.marvel.com/movies/thor-the-dark-world,76338,tt1981115,en,Thor: The Dark World,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",67.902,2013-10-30,644783140,112,Released,Delve into the darkness,Thor: The Dark World,false,6.5,16187
215000000,https://www.sonypictures.com/movies/theamazingspiderman,1930,tt0948470,en,The Amazing Spider-Man,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",99.197,2012-06-23,757930663,136,Released,The untold story begins.,The Amazing Spider-Man,false,6.688,16177
9000000,http://www.splitmovie.com/,381288,tt4972582,en,Split,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",61.928,2017-01-19,278454358,117,Released,Kevin has 23 distinct personalities. The 24th is about to be unleashed.,Split,false,7.335,16155
110000000,https://www.20thcenturystudios.com/movies/deadpool-2,383498,tt5463162,en,Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,92.8,2018-05-10,785896609,120,Released,Prepare for the Second Coming.,Deadpool 2,false,7.492,16126
130000000,http://www.thehungergames.movie/,101299,tt1951264,en,The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",53.705,2013-11-15,865011746,146,Released,Every revolution begins with a spark.,The Hunger Games: Catching Fire,false,7.42,16000
30000000,http://www.miramax.com/movie/kill-bill-volume-1,24,tt0266697,en,Kill Bill: Vol. 1,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",44.935,2003-10-10,180906076,111,Released,A roaring rampage of revenge.,Kill Bill: Vol. 1,false,7.97,15974
4500000,http://www.getoutfilm.com/,419430,tt5052448,en,Get Out,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",43.757,2017-02-24,255407969,104,Released,"Just because you're invited, doesn't mean you're welcome.",Get Out,false,7.62,15840
52000000,http://bohemianrhapsody.com,424694,tt1727824,en,Bohemian Rhapsody,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",50.613,2018-10-24,903992901,135,Released,Fearless lives forever,Bohemian Rhapsody,false,8,15805
14000000,,205596,tt2084970,en,The Imitation Game,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",47.351,2014-11-14,233555708,113,Released,The true enigma was the man who cracked the code.,The Imitation Game,false,8.008,15768
34000000,https://www.20thcenturystudios.com/movies/the-maze-runner,198663,tt1790864,en,The Maze Runner,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",110.596,2014-09-10,348319861,113,Released,Remember. Survive. Run.,The Maze Runner,false,7.174,15733
35000000,https://www.warnerbros.com/movies/hangover,18785,tt1119646,en,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",74.157,2009-06-02,469310836,100,Released,Some guys just can't handle Vegas.,The Hangover,false,7.309,15616
60000000,http://www.dreamworksanimation.com/shrek/,808,tt0126029,en,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",114.09,2001-05-18,487853320,90,Released,The greatest fairy tale never told.,Shrek,false,7.726,15556
81000000,http://www.kingsmanmovie.com/,207703,tt2802144,en,Kingsman: The Secret Service,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,89.254,2014-12-13,414351546,129,Released,Manners maketh man.,Kingsman: The Secret Service,false,7.638,15486
150000000,http://disney.go.com/disneypictures/ratatouille,2062,tt0382932,en,Ratatouille,"Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",101.285,2007-06-28,623726000,111,Released,He's dying to become a chef.,Ratatouille,false,7.805,15486
30000000,http://www.lalaland.movie,313369,tt3783958,en,La La Land,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",41.6,2016-11-29,447407695,129,Released,Here's to the fools who dream.,La La Land,false,7.893,15428
150000000,http://movies.disney.com/frozen,109445,tt2294629,en,Frozen,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",97.271,2013-11-20,1274219009,102,Released,Only the act of true love will thaw a frozen heart.,Frozen,false,7.247,15332
150000000,http://www.dunkirkmovie.com/,374720,tt5013056,en,Dunkirk,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",52.747,2017-07-19,527000000,107,Released,"When 400,000 men couldn't get home, home came for them.",Dunkirk,false,7.458,15233
150000000,http://movies.disney.com/zootopia,269149,tt2948356,en,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",73.493,2016-02-11,1023784195,109,Released,Welcome to the urban jungle.,Zootopia,false,7.747,15056
