budget,homepage,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count
175000000,https://www.pixar.com/feature-films/coco,354912,tt2380307,en,Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",115.378,2017-10-27,800526015,105,Released,The celebration of a lifetime,Coco,false,8.223,17433
18000000,https://foxmovies.com/movies/the-art-of-racing-in-the-rain,522924,tt1478839,en,The Art of Racing in the Rain,"A family dog – with a near-human soul and a philosopher's mind – evaluates his life through the lessons learned by his human owner, a race-car driver.",53.004,2019-08-08,33766787,109,Released,Meet the dog who will show the world how to be human,The Art of Racing in the Rain,false,8.222,1258
19000000,,694,tt0081505,en,The Shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",44.895,1980-05-23,44781695,144,Released,"He came as the caretaker, but this hotel had its own guardians - who'd been there a long time",The Shining,false,8.22,15962
190000000,https://www.dc.com/theflash,298618,tt0439572,en,The Flash,"When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",5312.805,2023-06-13,267481043,144,Released,Worlds collide.,The Flash,false,6.928,1664
145000000,https://www.barbie-themovie.com,346698,tt1517268,en,Barbie,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",5224.37,2023-07-19,356322044,114,Released,She's everything. He's just Ken.,Barbie,false,7.566,1324
195000000,https://www.transformersmovie.com,667538,tt5090568,en,Transformers: Rise of the Beasts,"When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",4835.711,2023-06-06,0,127,Released,Unite or fall.,Transformers: Rise of the Beasts,false,7.491,1958
250000000,https://movies.disney.com/the-little-mermaid-2023,447277,tt5971474,en,The Little Mermaid,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",2909.533,2023-05-18,556713998,135,Released,"Watch and you'll see, some day I'll be, part of your world!",The Little Mermaid,false,6.366,1082
0,https://www.teenagekrakenmovie.com,1040148,tt27155038,en,"Ruby Gillman, Teenage Kraken","Ruby Gillman, a sweet and awkward high school student, discovers she's a direct descendant of the warrior kraken queens. The kraken are sworn to protect the oceans of the world against the vain, power-hungry mermaids. Destined to inherit the throne from her commanding grandmother, Ruby must use her newfound powers to protect those she loves most.",2631.829,2023-06-28,26770000,91,Released,Discover the hero just beneath the surface.,"Ruby Gillman, Teenage Kraken",false,7.739,266
250000000,https://www.marvel.com/movies/guardians-of-the-galaxy-volume-3,447365,tt6791350,en,Guardians of the Galaxy Vol. 3,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",2300.773,2023-05-03,840155006,150,Released,Once more with feeling.,Guardians of the Galaxy Vol. 3,false,8.112,3504
5000000,https://mavka.ua,459003,tt6685538,uk,Мавка: Лісова пісня,"Mavka — a Soul of the Forest and its Warden — faces an impossible choice between love and her duty as guardian to the Heart of the Forest, when she falls in love with a human — the talented young musician Lukas.",1952.718,2023-03-02,11700000,99,Released,,Mavka: The Forest Song,false,7.527,132
340000000,https://fastxmovie.com,385687,tt5433140,en,Fast X,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",1906.767,2023-05-17,699220096,142,Released,The end of the road begins.,Fast X,false,7.319,2958
0,https://wellgousa.com/films/warhorse-one,1076487,tt16527824,en,Warhorse One,A gunned down Navy SEAL Master Chief must guide a child to safety through a gauntlet of hostile Taliban insurgents and survive the brutal Afghanistan wilderness.,1712.952,2023-06-30,0,120,Released,Worth living for. Worth dying for.,Warhorse One,false,6.944,62
60000000,https://kotzmovie.com,455476,tt6528290,en,Knights of the Zodiac,"When a headstrong street orphan, Seiya, in search of his abducted sister unwittingly taps into hidden powers, he discovers he might be the only person alive who can protect a reincarnated goddess, sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?",1285.258,2023-04-27,6794519,113,Released,Go beyond your destiny.,Knights of the Zodiac,false,6.618,625
14000000,https://www.soundoffreedommovie.com/,678512,tt7599146,en,Sound of Freedom,"The story of Tim Ballard, a former US government agent, who quits his job in order to devote his life to rescuing children from global sex traffickers.",1165.548,2023-07-03,124748584,131,Released,Fight for the light. Silence the darkness.,Sound of Freedom,false,8.02,205
0,https://www.sonypictures.com/movies/residentevildeathisland,1083862,tt26674627,ja,バイオハザード：デスアイランド,"In San Francisco, Jill Valentine is dealing with a zombie outbreak and a new T-Virus, Leon Kennedy is on the trail of a kidnapped DARPA scientist, and Claire Redfield is investigating a monstrous fish that is killing whales in the bay. Joined by Chris Redfield and Rebecca Chambers, they discover the trail of clues from their separate cases all converge on the same location, Alcatraz Island, where a new evil has taken residence and awaits their arrival.",1139.274,2023-06-22,53929,91,Released,Destinies intertwined. A world gone mad.,Resident Evil: Death Island,false,8.262,181
90000000,https://johnwick.movie,603692,tt10366206,en,John Wick: Chapter 4,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",1066.305,2023-03-22,431769198,170,Released,"No way back, one way out.",John Wick: Chapter 4,false,7.843,3925
100000000,https://www.thesupermariobros.movie,502356,tt6718170,en,The Super Mario Bros. Movie,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",1041.732,2023-04-05,1347013866,93,Released,Not all heroes wear capes. Some wear overalls.,The Super Mario Bros. Movie,false,7.802,5871
